"collection_title","article_id","title","conference_id","Author","Year","hdl","doi"
"42, 2021 (Online)","16913263","Data analysis of food and non-food items purchases through voucher assistance","42","Daniel Pedraza, Harm Bouta",2021,"https://hdl.handle.net/2134/16913263.v1",""
"42, 2021 (Online)","16904575","Assessing the water consumption behaviour at University of Johannesburg","42","Megersa Olumana Dinka, M. Mabetoa",2021,"https://hdl.handle.net/2134/16904575.v1",""
"42, 2021 (Online)","16904467","Freshwater lens assessment of Karst Island water resources: towards an inter-disciplinary protocol","42","Robert DiFilippo, Tom Dijkstra, Lee Bosher",2021,"https://hdl.handle.net/2134/16904467.v1",""
"42, 2021 (Online)","16904359","Lessons learned from monitoring of Covid-19 response in Nepal","42","Surendra Babu Dhakal, M. Ashorn, Alisha Ali, Annapurna Mishra, Tameez Ahmad",2021,"https://hdl.handle.net/2134/16904359.v1",""
"42, 2021 (Online)","16903930","Adaptation and collaborative CLTS pathways: experiential learning from mistakes and iterative changes for success","42","Benbella Dektar",2021,"https://hdl.handle.net/2134/16903930.v1",""
"42, 2021 (Online)","16903906","Swachh Bharat Mission: Case of Visakhapatnam city","42","Anwesha De",2021,"https://hdl.handle.net/2134/16903906.v1",""
"42, 2021 (Online)","16903867","Drinking water contamination, exposure, and associated health outcomes in rural Appalachia: a systematic review and meta-analysis","42","Amanda Darling, Hannah Patton, R. Guevera, J. Mcray, Alasdair Cohen",2021,"https://hdl.handle.net/2134/16903867.v1",""
"42, 2021 (Online)","16903795","A rapid review of methods to measure the impact of interventions to curb stunting among children in rural settings","42","C.I. Fostvedt-Mills, Cecile Cuijpers, Julia Glaser, Julia Liguori, Fentabil Genet, Maria Ines Varela-Silva",2021,"https://hdl.handle.net/2134/16903795.v1",""
"42, 2021 (Online)","16903609","Lessons from performance-based financing and capacity building of government decentralised sustainable and equitable WASH services in Mozambique","42","Abilio Cuamba, A. Razulo, R.D. Ramos, A. Nobre",2021,"https://hdl.handle.net/2134/16903609.v1",""
"42, 2021 (Online)","16903540","Gaza H2.0: promoting sustainable water supply and demand and knowledge transfer to enhance water infrastructure resilience in the Gaza Strip","42","Giovanni Pedron, Ivo Daniel, David Tilcher, Andrea Cominola, Anna Crescenti",2021,"https://hdl.handle.net/2134/16903540.v1",""
"42, 2021 (Online)","16903492","Facilitating participatory learning and sharing remotely: experiences from a multi-country, multi-partner pilot","42","Mimi Coultas, Jamie Myers",2021,"https://hdl.handle.net/2134/16903492.v1",""
"42, 2021 (Online)","16903477","Sanitary risk assessment and water quality of community-managed water supplies in the low land and mid-hills of Nepal","42","Moti Poudel, Anisha Nijhawan, Guy Howard, Anish Ghimire, Manish Baidya, Adrian Flint, Subodh Sharma",2021,"https://hdl.handle.net/2134/16903477.v1",""
"42, 2021 (Online)","16903474","Strengthening local government leadership for area-wide sanitation and hygiene: experiences from East Africa","42","Mable Chanzu, Mimi Coultas, Jimmy Kariuki, Hodaka Kosugi, Talia Meeuwissen, Emmah Mwende, Jamie Myers",2021,"https://hdl.handle.net/2134/16903474.v1",""
"42, 2021 (Online)","16903273","Future imperfect: waste management in India and pathways to sustainable policy frameworks","42","Ashish Prabhakar, S. Geetha Krishna",2021,"https://hdl.handle.net/2134/16903273.v1",""
"42, 2021 (Online)","16903264","Understanding disaster resilient and ecologically sustainable systems in Bihar","42","Eklavya Prasad, Shalini Prasad, Prabhakar Sinha",2021,"https://hdl.handle.net/2134/16903264.v1",""
"42, 2021 (Online)","16903249","The contribution of an IWRM approach to conflict reduction and peace in Sudan","42","Corita Corbijn, Mohamed H.M. Elamen",2021,"https://hdl.handle.net/2134/16903249.v1",""
"42, 2021 (Online)","16903234","Rethinking drinking water security: a disaster-risk management approach for the geogenic water quality problem areas","42","Uday Shankar Prasad, Purna Mohanty",2021,"https://hdl.handle.net/2134/16903234.v1",""
"42, 2021 (Online)","16896793","Social acceptance of rainwater harvesting systems in rural areas: case study; Los Santos (Santander, Colombia)","42","Diana Prieto, Isabel Domínguez, Sully Gomez, Ricardo Oviedo",2021,"https://hdl.handle.net/2134/16896793.v1",""
"42, 2021 (Online)","16896676","Building a regenerative model for decentralised piped water supply in Bangladesh: lessons learnt from 27 pilots","42","Maartje Pronk, Riad Imam Mahmud",2021,"https://hdl.handle.net/2134/16896676.v1",""
"42, 2021 (Online)","16896634","Savings groups: a replicable model for financing water supply maintenance in rural Uganda","42","Chris Prottas, Grace Alupo, Susan Alobo, Simon Mugume, Scovia Namande, Maurice Ndahura, John Paul Owiny, Dolly Apio, Sarah Zikusooka",2021,"https://hdl.handle.net/2134/16896634.v1",""
"42, 2021 (Online)","16896562","Building water governance for community supply systems: lessons learned from Tanzania","42","Rafael Quijada Landaverde, Mary T. Rodriguez, Amanda Robinson, Vinicius De Melo, Rebecca L. Gianotti",2021,"https://hdl.handle.net/2134/16896562.v1",""
"42, 2021 (Online)","16896448","Exploring governance dimensions of private sector engagement in rural water provision in Uganda","42","Rafael Quijada Landaverde, Amanda Robinson, Vinicius De Melo, Mary T. Rodriguez, Rebecca L. Gianotti",2021,"https://hdl.handle.net/2134/16896448.v1",""
"42, 2021 (Online)","16896292","Engaging local authorities in building sustainable water services in eastern Kasai, DRC","42","Volanarisoa Rafaramalala, James Quarshie, Alioune Fall, Francois Kangela, Nono Mahili, Jude Cobbing, Nicole Weber",2021,"https://hdl.handle.net/2134/16896292.v1",""
"42, 2021 (Online)","16896259","Analysis of a pilot GIS-based asset management platform to promote handpump sustainability in Ghana","42","Bryan S Ramirez, Iain Hunt, Jordan Ermilio, Mavis Bauri",2021,"https://hdl.handle.net/2134/16896259.v1",""
"42, 2021 (Online)","16896244","Institutional development and program management for handwashing in the time of COVID in Vanuatu","42","Emily Christensen Rand, Sandrine Benjimen, Hedley Tau, Paolo Malatu, Ratu Bani, Nellie Muru Wouloseje, Erickson Sammy",2021,"https://hdl.handle.net/2134/16896244.v1",""
"42, 2021 (Online)","16896229","Piloting results-based financing for container-based sanitation services in Cap-Haitien, Haiti","42","Claire Remington, Sasha Kramer",2021,"https://hdl.handle.net/2134/16896229.v1",""
"42, 2021 (Online)","16895833","The influence of intersecting complexities on sanitation solutions in challenging contexts","42","Leandra Rhodes-Dicker, Nick Brown, Matthew Currell",2021,"https://hdl.handle.net/2134/16895833.v1",""
"42, 2021 (Online)","16887949","Identifying and approaching the last 10% of households practising open defecation in rural Tanzania","42","María Florencia Rieiro, Jackson Wandera",2021,"https://hdl.handle.net/2134/16887949.v1",""
"42, 2021 (Online)","16887871","LifePump usage data for developing handpump predictive maintenance analytics","42","Naja Robinson, Greg Bixler, Abe Wright",2021,"https://hdl.handle.net/2134/16887871.v1",""
"42, 2021 (Online)","16887694","Drivers of menstrual material disposal and washing practices: why we cannot ignore the behaviour of individuals when making engineering decisions","42","Hannah Jayne Robinson, Dani Jennifer Barrington",2021,"https://hdl.handle.net/2134/16887694.v1",""
"42, 2021 (Online)","16887649","Improving hygienic environments for infants and young children testing playpens for feasibility and appeal in rural households of Amhara, Ethiopia","42","Julia Rosenbaum, Eskindir Tenaw, Ron Clemmer, Morris Israel, Jeff Albert",2021,"https://hdl.handle.net/2134/16887649.v1",""
"42, 2021 (Online)","16887625","Gender equity and social inclusion responsive planning: integration of gender action planning in household clustering","42","Godfrey Mulinda Rugumayo, Diana Kazooba",2021,"https://hdl.handle.net/2134/16887625.v1",""
"42, 2021 (Online)","16887613","Time and motion assessment of pit emptying operations in Kigali, Rwanda","42","Bruce Rutayisire, Dennis Wolter, Nicholas Kuria, Rachel Sklar",2021,"https://hdl.handle.net/2134/16887613.v1",""
"42, 2021 (Online)","16874182","A chair to make toilets accessible for people with disabilities in Burkina Faso","42","S. Marie Danièle Sebgo, Tidiane Diallo, Hermann Kambou, Kuilga Marc Yameogo",2021,"https://hdl.handle.net/2134/16874182.v1",""
"42, 2021 (Online)","16874170","Water quality assessment of community-managed  rural water systems in northern Pakistan","42","Attaullah Shah, Manzoor Ali, Karamat Ali, Jeff Tan",2021,"https://hdl.handle.net/2134/16874170.v1",""
"42, 2021 (Online)","16873987","Providing a reliable public water service to communities living in insecure Lake Chad Islands","42","Bernard Collignon, Ibrahim Nassour, Ali Arabi Bachar",2021,"https://hdl.handle.net/2134/16873987.v1",""
"42, 2021 (Online)","16874158","Nawaeb: the first district to declare as open defecation free (ODF) in Papua New Guinea","42","Birendra Shanakr, Emmanuel Opoki",2021,"https://hdl.handle.net/2134/16874158.v1",""
"42, 2021 (Online)","16873810","Children-led risk sensitive WASH programming in Nepal","42","Arinita Maskey Shrestha, Siddhi Shrestha, Sunita Sulpe, Tameez Ahmad",2021,"https://hdl.handle.net/2134/16873810.v1",""
"42, 2021 (Online)","16873801","An assessment of restaurant food waste management in Chengdu, China between 2010-2020","42","Guanhua Chen, O.O.D. Afolabi, M Sohail, C.P.L. Thomas",2021,"https://hdl.handle.net/2134/16873801.v1",""
"42, 2021 (Online)","16873468","Access to safe drinking water: what about seasonality?","42","Alexandra Cassivi, Elizabeth Tilley, Owen Waygood, Caetano Dorea",2021,"https://hdl.handle.net/2134/16873468.v1",""
"42, 2021 (Online)","16873438","The impact of Covid-19 on women's access to water, sanitation, and hygiene in an Indonesian fishing village","42","Wigke Capri, Naomi Francis",2021,"https://hdl.handle.net/2134/16873438.v1",""
"42, 2021 (Online)","16873402","Enhancing climate resilience communities in the horn of Africa: groundwater management and strategies for drought management","42","Basilius Kris Cahyanto, Faisal Hashi",2021,"https://hdl.handle.net/2134/16873402.v1",""
"42, 2021 (Online)","16873417","Integrating disaster risk management in a WASH programme in Nepal","42","Arinita Maskey Shrestha, Rajit Ojha, Tameez Ahmad",2021,"https://hdl.handle.net/2134/16873417.v1",""
"42, 2021 (Online)","16873387","Learnings from UNICEF assisted WASH coordination and response to the COVID-19 pandemic in Nepal","42","Siddhi Shrestha, Arinita Maskey Shrestha, Katak Bahadur Rokaya, Subash Gyawali, Tameez Ahmad",2021,"https://hdl.handle.net/2134/16873387.v1",""
"42, 2021 (Online)","16873303","Accountability and advocacy interventions in the water sector: a review of global evidence","42","Timothy Brewer, Nick Hepworth, Benjamin Brown",2021,"https://hdl.handle.net/2134/16873303.v1",""
"42, 2021 (Online)","16873351","Why shit happens: amplifying the voices of frontline WASH professionals to reduce failure in the sector","42","Rebecca Sindall, Annatoria Chinyama, May Sule, Tracy Morse, Joanne Beale, Dani Barrington",2021,"https://hdl.handle.net/2134/16873351.v1",""
"42, 2021 (Online)","16873306","A Digital Toolkit for Integrated Water Resources Management (IWRM) in Rural WASH Projects","42","Philip Songa, Hamish Hay, Jon Shepherd",2021,"https://hdl.handle.net/2134/16873306.v1",""
"42, 2021 (Online)","16873285","Do rural water supply interventions contribute to gender and social equality? A mixed methods systematic review","42","Adriana Soto, Biljana Macura, Laura Del Duca, Naomi Carrard, Louisa Gosling, Karin Hannes, James Thomas, Lewnida Sara, Marni Sommer, Hugh Sharma Waddington, Ella Foggitt, George Njogore, Audinisa Fadhila, A. Orlando, Sarah Dickin",2021,"https://hdl.handle.net/2134/16873285.v1",""
"42, 2021 (Online)","16873279","A market-based approach to water challenges in peri-urban areas in Colombia","42","Harm Bouta",2021,"https://hdl.handle.net/2134/16873279.v1",""
"42, 2021 (Online)","16873267","Promoting service provider accountability to improve rural water supply services: experiences from Kampong Chhnang, Cambodia","42","Sokkung Sou, Phat Phom",2021,"https://hdl.handle.net/2134/16873267.v1",""
"42, 2021 (Online)","16873258","The strengthening of municipal WASH project management in rural municipalities in Niger: WaterAid's experience","42","Magagi Maina Boukari, Lucien Damiba, Moumouni Kimba",2021,"https://hdl.handle.net/2134/16873258.v1",""
"42, 2021 (Online)","16873216","A rapid assessment of the safety and wellbeing of sanitation workers during lockdown in South Asia","42","Vanita Suneja, Andrés Hueso",2021,"https://hdl.handle.net/2134/16873216.v1",""
"42, 2021 (Online)","16873219","Water accessibility and hand washing during the Covid-19 pandemic: a case of 25 public transport stations in Ghana","42","Harriet Onita Botchway, Bessy Ewoenam Odame-Boafo, Patricia Acheampong",2021,"https://hdl.handle.net/2134/16873219.v1",""
"42, 2021 (Online)","16872874","The iceberg of rural self-supply; a largely hidden opportunity","42","Sally Sutton, John Butterworth",2021,"https://hdl.handle.net/2134/16872874.v1",""
"42, 2021 (Online)","16872673","Emergency faecal sludge treatment using hydrated lime: Case study from a refugee camp in Bangladesh","42","Debora Bonucci, Lobke de Pooter, Bob Reed",2021,"https://hdl.handle.net/2134/16872673.v1",""
"42, 2021 (Online)","16872232","Catalyzing WASH from possible to profitable: building capacity of the private sector including financial institutions for sustainable WASH intervention","42","Theresa Swanzy-Baffoe, Kwasi Peprah Nyantakyi",2021,"https://hdl.handle.net/2134/16872232.v1",""
"42, 2021 (Online)","16872214","Sand dam resilience for rural water access amid climate change in semi-arid Kenya: Sustainable design for drought and flood","42","Spencer Bogle, Allison Gregory, Cornelius Kyalo",2021,"https://hdl.handle.net/2134/16872214.v1",""
"42, 2021 (Online)","16871977","Link NCA: Participatory research informs a sustainable project design","42","Lenka Blanarova, Grace Heymsfield",2021,"https://hdl.handle.net/2134/16871977.v1",""
"42, 2021 (Online)","16871914","Women's role in a water safe community initiative in Nepal","42","Dandi Ram Bishwakarma, Tameez Ahmad, Deviyani Dixit",2021,"https://hdl.handle.net/2134/16871914.v1",""
"42, 2021 (Online)","16871854","Strengthening rural community-based water management in Pacific islands","42","C. Benjamin, J. Hagabore, H. Bugoro, N. Panda, M. Love, C. Beal, R. Souter",2021,"https://hdl.handle.net/2134/16871854.v1",""
"42, 2021 (Online)","16867342","The cart before the horse; why institutional development is a mandatory prerequisite to equity and sustainability","42","Elena Diato, Giorgio Cancelliere, Jawad Taher",2021,"https://hdl.handle.net/2134/16867342.v1",""
"42, 2021 (Online)","16867330","Health and safety practices among pit and septic tank emptiers","42","Godfrey Tamba, Osbert Atwijukye",2021,"https://hdl.handle.net/2134/16867330.v1",""
"42, 2021 (Online)","16867309","Sustaining WASH in schools programming: lessons from West and Central Africa","42","Tsedey Tamir, Jolly Ann Maulit",2021,"https://hdl.handle.net/2134/16867309.v1",""
"42, 2021 (Online)","16867288","Water tariffs in community-managed schemes: ongoing challenges for WASEP in northern Pakistan","42","Jeff Tan, Matt Birkinshaw, Sabrinisso Valdosh, Karamat Ali",2021,"https://hdl.handle.net/2134/16867288.v1",""
"42, 2021 (Online)","16867138","WASH Business Center initiative in Ethiopia:  a potential approach to accelerating sustainability in WASH Services","42","Desalegn Ayalew, Yosef Tiruneh, Amare Beyene",2021,"https://hdl.handle.net/2134/16867138.v1",""
"42, 2021 (Online)","16867129","Increasing access to safely managed faecal sludge services in underserved urban areas of Uganda through private sector partnerships","42","Osbert Atwijukye, Jonathan Annis, Rahul Singh, Diana Keesiga",2021,"https://hdl.handle.net/2134/16867129.v1",""
"42, 2021 (Online)","16867093","Recovering value from faecal sludge in Northern Ghana","42","Darryl How, Ebenezer Atsugah",2021,"https://hdl.handle.net/2134/16867093.v1",""
"42, 2021 (Online)","16867090","Managing municipal solid waste through household waste reduction strategy: a case study of selected households in Lokoja, Nigeria","42","Clement Oguche Ataguba",2021,"https://hdl.handle.net/2134/16867090.v1",""
"42, 2021 (Online)","16867051","A situational assessment of menstrual hygiene management among physically-challenged adolescent school girls: a case study of CMML Special School, Iyale, Nigeria","42","Clement Oguche Ataguba",2021,"https://hdl.handle.net/2134/16867051.v1",""
"42, 2021 (Online)","16867015","Sustainable sanitation challenges in the Solomon Islands","42","Tai-Ring Teh, Paul Muller, Frederick Saeni, Abigail Tevera",2021,"https://hdl.handle.net/2134/16867015.v1",""
"42, 2021 (Online)","16866997","How WASH programming has adapted to the COVID-19 pandemic","42","Joseph Thompson",2021,"https://hdl.handle.net/2134/16866997.v1",""
"42, 2021 (Online)","16866967","Monitoring of human rights relating to the management of faecal sludge in the district of Bamako","42","Moussa Alou Traore",2021,"https://hdl.handle.net/2134/16866967.v1",""
"42, 2021 (Online)","16866910","Localizing SDG 6.1: lessons from a water safe community initiative in Nepal","42","Mikael Ashron, Rajesh Shrestha, Surendra Babu Dhakal, Dandi Ram Bishwakarma, Katak Bahadur Rokaya, Tameez Ahmad",2021,"https://hdl.handle.net/2134/16866910.v1",""
"42, 2021 (Online)","16866898","Large-scale sanitation programme, climate trends, aquifer vulnerability and public health impact: a study from two Indian states","42","Asad Umar, Satviki Varma",2021,"https://hdl.handle.net/2134/16866898.v1",""
"42, 2021 (Online)","16866883","Improving infrastructure in developing cities: experimental evidence from India","42","Alex Armand, Britta Augsburg, Antonella Bancalari",2021,"https://hdl.handle.net/2134/16866883.v1",""
"42, 2021 (Online)","16866856","Healthy village: integrated WASH and nutrition sustainability for child health","42","Suzan van der Wilt, Mohammed Irfan",2021,"https://hdl.handle.net/2134/16866856.v1",""
"42, 2021 (Online)","16866841","A transition for all: equity and community engagement in the transition of water supply management to utilities in refugee settlements in Uganda","42","John Allen, Caroline Muturi, Vincent Ogira",2021,"https://hdl.handle.net/2134/16866841.v1",""
"42, 2021 (Online)","16866832","Sanitation workers' safety and dignity: learnings from policy formulation and implementation in urban Odisha","42","G. Mathi Vathanan, Manvita Baradi, Meghna Malhotra, Prerana Somani",2021,"https://hdl.handle.net/2134/16866832.v1",""
"42, 2021 (Online)","16866811","WASH sustainability issues associated with the Home Grown School Feeding Programme in developing economies: a case study from Kaduna State, Nigeria","42","Meshach Alfa, Francisca Effanga",2021,"https://hdl.handle.net/2134/16866811.v1",""
"42, 2021 (Online)","16866814","Sustainable and equitable de-sludging services: a Tamil Nadu case study","42","Mahima Vijendra, Kavita Wankhade, Rajesh Ramamoorthy, Srinithi Sudhakar, Anneka Majhi",2021,"https://hdl.handle.net/2134/16866814.v1",""
"42, 2021 (Online)","16866802","Access to WASH facilities and its impacts among the indigenous primary schools in Alimosho Local Government Area of Lagos, Nigeria","42","Isaiah Akoteyon",2021,"https://hdl.handle.net/2134/16866802.v1",""
"42, 2021 (Online)","16866787","Accelerating progress on child stunting in India: barriers to WASH promotion and infant diarrhoea prevention services in rural tribal Rajasthan","42","Julia Vila-Guilera, Rajib Dasgupta, Priti Parikh, Lena Ciric, Monica Lakhanpaul",2021,"https://hdl.handle.net/2134/16866787.v1",""
"42, 2021 (Online)","16866760","Water quality improvement in Nepal: a game changer for SDG 6.1","42","Tameez Ahmad, Surendra Babu Dhakal, Dandi Ram Bishwakarma, Arinita Maskey Shrestha, Rakesh Kumar Mallick, Bishow Raj Bhatt",2021,"https://hdl.handle.net/2134/16866760.v1",""
"42, 2021 (Online)","16866715","Retention  of  open  defecation  free  status  in  Nepal","42","Tameez Ahmad, Siddhi Shrestha, Surendra Babu Dhakal, Dandi Ram Bishwakarma, Bodh Narayan Shrestha",2021,"https://hdl.handle.net/2134/16866715.v1",""
"42, 2021 (Online)","16866697","District  WASH  master  planning:  Lessons  learnt  from Burkina  Faso,  Ghana  and  Uganda","42","Marieke Adank, Vida Duti, Peter Magara, Juste Nansi",2021,"https://hdl.handle.net/2134/16866697.v1",""
"42, 2021 (Online)","16866538","Utilitisation of rural water supply: pathways, drivers and results","42","Marieke Adank, Rene van Lieshout",2021,"https://hdl.handle.net/2134/16866538.v1",""
"42, 2021 (Online)","16866517","Sociopolitical structures and ecological factors hindering the contribution of WASH in building resilient health systems","42","Thelma Abu, Susan J. Elliott, Diana Karanja",2021,"https://hdl.handle.net/2134/16866517.v1",""
"42, 2021 (Online)","16866457","A methodological comparison for WASH-related climate vulnerability assessments","42","Amber L. Abrams, Kirsty Carden, Charles Teta",2021,"https://hdl.handle.net/2134/16866457.v1",""
"42, 2021 (Online)","16866511","Mapping WASH systems using machine learning","42","Jeffrey Walters, Nicholas Valcourt, J. Walker Orr, Carlee Matsunagaa",2021,"https://hdl.handle.net/2134/16866511.v1",""
"42, 2021 (Online)","16866469","Prioritizing equitable access to sanitation for vulnerable groups: lessons from SSH4A programme in five countries","42","Jackson Wandera, Fanuel Nyaboro, Tessema Getachew, Ndlovu Kumbulani",2021,"https://hdl.handle.net/2134/16866469.v1",""
"42, 2021 (Online)","16866460","Sanitation programme design and set-up to scale FSM in Tamil Nadu","42","Kavita Wankhade, Santhosh Ragavan, Mahima Vijendra",2021,"https://hdl.handle.net/2134/16866460.v1",""
"42, 2021 (Online)","16866427","Behaviour change communication approaches for FSM","42","Kavita Wankhade, Abhilaasha Nagarajan, Niladri Chakraborti, Sugantha Priscilla",2021,"https://hdl.handle.net/2134/16866427.v1",""
"42, 2021 (Online)","16866394","Sludge Snap: a machine learning approach to fecal sludge characterization in the field","42","Barbara J. Ward, Joseph Allen, Andres Escamilla, Devin Sivick, Brandon Sun, Kimberly Yu, Robert Dahlberg, Ruixin Niu, Bennett C. Ward, Linda Strande",2021,"https://hdl.handle.net/2134/16866394.v1",""
"42, 2021 (Online)","16866334","Sustainable rural water supply development in challenging remote environments","42","Paul Wilson, Mark Collier",2021,"https://hdl.handle.net/2134/16866334.v1",""
"42, 2021 (Online)","16860373","Leadership for SDG 6.2: Is diversity missing?","42","Kimberly Worsham, Georgia Hales, Ruth Sylvester, Kelsey McWilliams, Euphresia Luseka",2021,"https://hdl.handle.net/2134/16860373.v1",""
"42, 2021 (Online)","16860337","Misaligned funding incentives are critical: analysis of Sanergy sanitation service characteristics in Kenya","42","Mariam Zaqout, Barbara E. Evans, Anna Mdee, Dani J. Barrington",2021,"https://hdl.handle.net/2134/16860337.v1",""
"42, 2021 (Online)","16860226","Re-centring local decision makers at the heart of sanitation data: Lessons from Antananarivo, Madagascar","42","Raheema Abdirizaq, Nicolas Radanielina, Lieven Slenders",2021,"https://hdl.handle.net/2134/16860226.v1",""
"42, 2021 (Online)","16855822","Impacts of climate vulnerable environments on effective sanitation and FSM in rural Cambodia","42","Rana Abdel-Sattar, Chris Nicoletti, Tyler Kozole, James Harper, Touer Veasna",2021,"https://hdl.handle.net/2134/16855822.v1",""
"42, 2021 (Online)","16847077","Technocratic criteria for planning mix of technologies towards operationalizing CWIS in a mega city of India","42","Anant Mitra, Abishek S. Narayan, Dr. Christoph Lüthi",2021,"https://hdl.handle.net/2134/16847077.v1",""
"42, 2021 (Online)","16843693","A new variant of the India Mk II handpump providing immunity from corrosion and improved maintainability","42","Sandy Polak, Lillian Nabasirye",2021,"https://hdl.handle.net/2134/16843693.v1",""
"42, 2021 (Online)","16843615","Subsidised scheduled desludging for people facing marginalisation in an era of COVID 19 and beyond in Kampala City","42","Annabella Nyakaisiki, Ceaser Kimbugwe, Hannah Crichton-Smith, Fraser Goff, Allan Nkurunziza",2021,"https://hdl.handle.net/2134/16843615.v1",""
"42, 2021 (Online)","16844563","Mapping rural villages in international cooperation projects: a case study from Ghana","42","Giovanni Vinti, Giorgia Poiatti, Mentore Vaccari",2021,"https://hdl.handle.net/2134/16844563.v1",""
"42, 2021 (Online)","16844239","Investigations on correlations of organic content of faecal sludge to its water bounded characteristics","42","Arun Kumar Rayavellore Suryakumar, Santiago Septien Stringel, Jon Pocock",2021,"https://hdl.handle.net/2134/16844239.v1",""
"42, 2021 (Online)","16843963","Umbrella Partnership: a case study on capacity building and bringing synergy between local and national NGOs in an emergency","42","Bodh Narayan Shrestha, Smriti Shah, Sagar Shahi, Sunita Sulpe, Annapurna Mishra",2021,"https://hdl.handle.net/2134/16843963.v1",""
"42, 2021 (Online)","16843738","The impacts of water pricing and non-pricing policies on sustainable water resources management: a case of Changa Pani water supply scheme in Pakistan","42","Hifza Rasheed, Muhammad Ashraf",2021,"https://hdl.handle.net/2134/16843738.v1",""
"42, 2021 (Online)","16843648","Operational Collaborative Tool of Ongoing Practices in Urgent Sanitation (OCTOPUS)","42","Claire Papin-Stammose",2021,"https://hdl.handle.net/2134/16843648.v1",""
"42, 2021 (Online)","16843582","Sanitation safety planning: how it can help to improve sanitation systems","42","Irene Namusu, Rashidah Kulanyi",2021,"https://hdl.handle.net/2134/16843582.v1",""
"42, 2021 (Online)","16843504","Trialling lamella clarifiers as a more cost effective durable solution for water treatment in emergency response","42","Brian McSorley, Tsehaye Zeray",2021,"https://hdl.handle.net/2134/16843504.v1",""
"42, 2021 (Online)","16843462","Integrating NBS in sustainable sanitation solutions, Jordan as a case study","42","Ahmed Masoud, Sabrina Sorlini",2021,"https://hdl.handle.net/2134/16843462.v1",""
"42, 2021 (Online)","16843252","Improved pour-flush pit latrine slabs using local materials in rural Ethiopia","42","Nadia Makara",2021,"https://hdl.handle.net/2134/16843252.v1",""
"42, 2021 (Online)","16832257","Sustaining water reforms by amplifying citizens' voices in Imo State, Nigeria","42","Amrita Mahtani, Eutychus John",2021,"https://hdl.handle.net/2134/16832257.v1",""
"42, 2021 (Online)","16832251","Introducing corporate culture principles to newly autonomous Nigerian water utilities","42","Amrita Mahtani, Hassan Ibrahim",2021,"https://hdl.handle.net/2134/16832251.v1",""
"42, 2021 (Online)","16832203","Approach to scale-up co-treatment of fecal sludge in STPs: case study from Tamil Nadu, India","42","Senthilkumar Govindaraj, Dhanik Narayan, Santhosh Ragavan, Kavita Wankhade",2021,"https://hdl.handle.net/2134/16832203.v1",""
"42, 2021 (Online)","16832185","Sanitation marketing. Empowering entrepreneurs to create access to improved sanitation in rural communities in Bangladesh","42","Saqif Nayeem Khan, Sameer Karki",2021,"https://hdl.handle.net/2134/16832185.v1",""
"42, 2021 (Online)","16832146","Model Healthy Communities (MHCs): a new behaviour change approach in Nepal","42","Ash Kumar Khaitu, Lena Bunzenmeyer",2021,"https://hdl.handle.net/2134/16832146.v1",""
"42, 2021 (Online)","16832116","Supporting WASH behaviour change through water quality testing: Rural mini-laboratories in Nepal","42","Ash Kumar Khaitu, Lena Bunzenmeyer",2021,"https://hdl.handle.net/2134/16832116.v1",""
"42, 2021 (Online)","16832098","Implementation of a behaviour change campaign to promote positive household water treatment behaviours in earthquake-affected areas of rural Nepal","42","Karen Joe, Ash Kumar Khaitu, Melinda Foran, Gopalan Balaji, Nipa Desai",2021,"https://hdl.handle.net/2134/16832098.v1",""
"42, 2021 (Online)","16832086","Landscape and horticultural irrigation using roof-derived stormwater","42","Dalrene James, Stephen Coupe, Fred Mbanaso, Alan Newman",2021,"https://hdl.handle.net/2134/16832086.v1",""
"42, 2021 (Online)","16831588","Faecal contamination of groundwater self-supply in low- and middle income countries","42","Franziska Genter, Juliet Willetts, Tim Foster",2021,"","https://doi.org/10.17028/rd.lboro.16831588.v1"
"42, 2021 (Online)","16831813","Top-down or Bottom-up: A decision-making framework for faecal sludge and septage management implementation in urban India","42","Christopher Hyun, Avinash Kumar",2021,"https://hdl.handle.net/2134/16831813.v1",""
"42, 2021 (Online)","16831807","Reaching SDG6.1 with supported self-supply Examples from Zambia and Nicaragua","42","Henk Holtslag, Reinier Veldman",2021,"https://hdl.handle.net/2134/16831807.v1",""
"42, 2021 (Online)","16831798","From Data to Action: A case study from Rwanda","42","Jo Herschan, Kathy Pond, Aime Tsinda, Kenan Okurut",2021,"https://hdl.handle.net/2134/16831798.v1",""
"42, 2021 (Online)","16831771","Safe drinking water","42","John Griffith",2021,"https://hdl.handle.net/2134/16831771.v1",""
"42, 2021 (Online)","16826077","A strategy for mobilizing endogenous resources for  financing WASH services in the communes of Niger","42","M. Boukari",2021,"https://hdl.handle.net/2134/16826077.v1",""
"42, 2021 (Online)","16775731","Pathway to inclusive sanitation. Assessment of community sanitary complexes in three states of India","42","Koushiki Banerjee, Sujoy Mojumdar, Ananya Ghoshal, Rushabh Hemani, Prabhakar Sinha",2021,"https://hdl.handle.net/2134/16775731.v1",""
"43, 2024 (Online)","28264601","Increasing access to climate-resilient latrines in flood-prone environments of Cambodia","43","Vichet Yoem, Claire Meyer",2025,"","https://doi.org/10.17028/rd.lboro.28264601.v1"
